subject,predicate,object
" ""early dumping syndrome"" ",Symptom," ""tachycardia"" "
" ""African trypanosomiasis"" ",Symptom," ""tachycardia"" "
" ""heart disease"" ",Symptom," ""tachycardia"" "
" ""late dumping syndrome"" ",Symptom," ""tachycardia"" "
" ""NGLY1-deficiency"" ",Symptom," ""tachycardia"" "
" ""Postural orthostatic tachycardia syndrome"" ",Symptom," ""tachycardia"" "
" ""mercury poisoning"" ",Symptom," ""tachycardia"" "
" ""yellow fever"" ",Symptom," ""tachycardia"" "
" ""hypertrophic cardiomyopathy"" ",Symptom," ""tachycardia"" "
" ""anticholinergic toxidrome"" ",Symptom," ""tachycardia"" "
" ""heart disease"" ",Symptom," ""balance disorder"" "
" ""Lassa fever"" ",Symptom," ""brain diseases"" "
" ""Alzheimer's disease"" ",Symptom," ""difficulty completing familiar tasks at home"
" ""bipolar disorder"" ",Symptom," ""mental depression"" "
" ""fibromyalgia"" ",Symptom," ""mental depression"" "
" ""HIV/AIDS"" ",Symptom," ""lethargy"" "
" ""amentia"" ",Symptom," ""perplexity"" "
" ""dermatomyositis"" ",Symptom," ""erythema"" "
" ""acrodermatitis enteropathica"" ",Symptom," ""erythema"" "
" ""Brugia malayi filariasis"" ",Symptom," ""erythema"" "
" ""gout"" ",Symptom," ""erythema"" "
" ""NGLY1-deficiency"" ",Symptom," ""electroencephalography abnormalities"" "
" ""chronic fatigue syndrome"" ",Symptom," ""night sweats"" "
" ""Kallmann syndrome"" ",Symptom," ""infertility"" "
" ""rabies"" ",Symptom," ""increase"" "
" ""neuroacanthocytosis"" ",Symptom," ""Acanthocyte"" "
" ""Drop attack"" ",Symptom," ""falling"" "
" ""burning mouth syndrome"" ",Symptom," ""burning mouth"" "
" ""brucellosis"" ",Symptom," ""neuritis"" "
" ""Lyme disease"" ",Symptom," ""neuritis"" "
" ""NGLY1-deficiency"" ",Symptom," ""exotropia"" "
" ""mercury poisoning"" ",Symptom," ""Chemical pneumonitis"" "
" ""congenital disorder of glycosylation type IIc"" ",Symptom," ""hh blood group"" "
" ""NGLY1-deficiency"" ",Symptom," ""Small hand"" "
" ""acrodermatitis enteropathica"" ",Symptom," ""abnormality of the eyebrow"" "
" ""gastroenteritis"" ",Symptom," ""heartburn"" "
" ""Clostridium difficile colitis"" ",Symptom," ""heartburn"" "
" ""peptic ulcer disease"" ",Symptom," ""heartburn"" "
" ""gastroesophageal reflux disease"" ",Symptom," ""heartburn"" "
" ""dwarfism"" ",Symptom," ""short stature"" "
" ""acrodermatitis enteropathica"" ",Symptom," ""short stature"" "
" ""NGLY1-deficiency"" ",Symptom," ""Abnormal auditory evoked potentials"" "
" ""cytomegaloviral disease"" ",Symptom," ""congenital disorder"" "
" ""pneumonia"" ",Symptom," ""itch"" "
" ""dracunculiasis"" ",Symptom," ""itch"" "
" ""enterobiasis"" ",Symptom," ""itch"" "
" ""Clostridium difficile colitis"" ",Symptom," ""itch"" "
" ""monkeypox"" ",Symptom," ""itch"" "
" ""Streptocerciasis"" ",Symptom," ""itch"" "
" ""scabies"" ",Symptom," ""itch"" "
" ""type-1 diabetes"" ",Symptom," ""polydipsia"" "
" ""type-2 diabetes"" ",Symptom," ""polydipsia"" "
" ""polyuric-polydipsic syndrome"" ",Symptom," ""polydipsia"" "
" ""Taussig–Bing syndrome"" ",Symptom," ""double outlet right ventricle"" "
" ""mercury poisoning"" ",Symptom," ""kidney disease"" "
" ""Toluene toxicity"" ",Symptom," ""kidney disease"" "
" ""apathy-aboulia syndrome"" ",Symptom," ""avolition"" "
" ""portal hypertension"" ",Symptom," ""telangiectasia"" "
" ""rabies"" ",Symptom," ""respiratory arrest"" "
" ""toxoplasmosis"" ",Symptom," ""hepatomegaly"" "
" ""amebiasis"" ",Symptom," ""hepatomegaly"" "
" ""hepatitis B"" ",Symptom," ""hepatomegaly"" "
" ""fasciolosis"" ",Symptom," ""hepatomegaly"" "
" ""ornithosis"" ",Symptom," ""hepatomegaly"" "
" ""malaria"" ",Symptom," ""hepatomegaly"" "
" ""liver cancer"" ",Symptom," ""hepatomegaly"" "
" ""toxocariasis"" ",Symptom," ""hepatomegaly"" "
" ""NGLY1-deficiency"" ",Symptom," ""hepatomegaly"" "
" ""West Nile fever"" ",Symptom," ""hepatomegaly"" "
" ""typhoid fever"" ",Symptom," ""hepatomegaly"" "
" ""hepatitis"" ",Symptom," ""hepatomegaly"" "
" ""paratyphoid fever"" ",Symptom," ""hepatomegaly"" "
" ""cytomegaloviral disease"" ",Symptom," ""hepatomegaly"" "
" ""yellow fever"" ",Symptom," ""hepatomegaly"" "
" ""brucellosis"" ",Symptom," ""hepatomegaly"" "
" ""hepatocellular carcinoma"" ",Symptom," ""hepatomegaly"" "
" ""Chagas disease"" ",Symptom," ""hepatomegaly"" "
" ""Marburg virus disease"" ",Symptom," ""stomatitis"" "
" ""mercury poisoning"" ",Symptom," ""stomatitis"" "
" ""Lassa fever"" ",Symptom," ""stomatitis"" "
" ""cataract"" ",Symptom," ""visual impairment"" "
" ""brain cancer"" ",Symptom," ""visual impairment"" "
" ""uveal melanoma"" ",Symptom," ""visual impairment"" "
" ""dermatomyositis"" ",Symptom," ""Gottron's sign"" "
" ""Behçet's disease"" ",Symptom," ""retinal vasculitis"" "
" ""Timothy syndrome"" ",Symptom," ""ventricular fibrillation"" "
" ""catatonic schizophrenia"" ",Symptom," ""negativism"" "
" ""primary amebic meningoencephalitis"" ",Symptom," ""coma"" "
" ""granulomatous amebic encephalitis"" ",Symptom," ""coma"" "
" ""malaria"" ",Symptom," ""coma"" "
" ""tick-borne encephalitis"" ",Symptom," ""coma"" "
" ""Postural orthostatic tachycardia syndrome"" ",Symptom," ""tremor"" "
" ""brain cancer"" ",Symptom," ""tremor"" "
" ""infantile parkinsonism-dystonia"" ",Symptom," ""tremor"" "
" ""Parkinson's disease"" ",Symptom," ""tremor"" "
" ""Pearson syndrome"" ",Symptom," ""tremor"" "
" ""mercury poisoning"" ",Symptom," ""tremor"" "
" ""Tourette syndrome"" ",Symptom," ""tic"" "
" ""tic disorder"" ",Symptom," ""tic"" "
" ""cerebral palsy"" ",Symptom," ""tic"" "
" ""Lewy body dementia"" ",Symptom," ""dementia"" "
" ""Creutzfeldt-Jakob disease"" ",Symptom," ""dementia"" "
" ""Hippocampal sclerosis"" ",Symptom," ""dementia"" "
" ""Alzheimer's disease"" ",Symptom," ""dementia"" "
" ""CADASIL"" ",Symptom," ""dementia"" "
" ""frontotemporal dementia"" ",Symptom," ""dementia"" "
" ""Huntington disease"" ",Symptom," ""dementia"" "
" ""metachromatic leukodystrophy"" ",Symptom," ""dementia"" "
" ""vascular dementia"" ",Symptom," ""dementia"" "
" ""mercury poisoning"" ",Symptom," ""visual disturbance"" "
" ""pitted keratolysis"" ",Symptom," ""fetor"" "
" ""catatonic schizophrenia"" ",Symptom," ""waxy flexibility"" "
" ""Wuchereria bancrofti filariasis"" ",Symptom," ""filarial elephantiasis"" "
" ""cluster headache"" ",Symptom," ""sweating"" "
" ""early dumping syndrome"" ",Symptom," ""sweating"" "
" ""late dumping syndrome"" ",Symptom," ""sweating"" "
" ""Excited delirium"" ",Symptom," ""sweating"" "
" ""pentalogy of Cantrell"" ",Symptom," ""Sternal cleft"" "
" ""achromatopsia"" ",Symptom," ""photophobia"" "
" ""cluster headache"" ",Symptom," ""photophobia"" "
" ""tick-borne encephalitis"" ",Symptom," ""photophobia"" "
" ""subarachnoid hemorrhage"" ",Symptom," ""photophobia"" "
" ""iridocyclitis"" ",Symptom," ""photophobia"" "
" ""rabies"" ",Symptom," ""photophobia"" "
" ""meningitis"" ",Symptom," ""photophobia"" "
" ""migraine disorder"" ",Symptom," ""photophobia"" "
" ""cluster headache"" ",Symptom," ""ptosis"" "
" ""NGLY1-deficiency"" ",Symptom," ""ptosis"" "
" ""oculopharyngeal muscular dystrophy"" ",Symptom," ""ptosis"" "
" ""botulism"" ",Symptom," ""ptosis"" "
" ""attention deficit hyperactivity disorder"" ",Symptom," ""hyperfocus"" "
" ""Marfan syndrome"" ",Symptom," ""pectus excavatum"" "
" ""Fabry disease"" ",Symptom," ""angiokeratoma"" "
" ""spinal osteophytosis"" ",Symptom," ""osteophyte"" "
" ""Lewy body dementia"" ",Symptom," ""parkinsonian syndrome"" "
" ""neuroleptic extrapyramidal disorder"" ",Symptom," ""parkinsonian syndrome"" "
" ""Lyme disease"" ",Symptom," ""fasciculation"" "
" ""calcinosis"" ",Symptom," ""metastatic calcification"" "
" ""cerebrospinal fluid leak"" ",Symptom," ""intracranial hypotension"" "
" ""Wiedemann-Steiner syndrome"" ",Symptom," ""failure to thrive"" "
" ""Alzheimer's disease"" ",Symptom," ""changes in mood and personality"" "
" ""Wilson disease"" ",Symptom," ""personality changes"" "
" ""Huntington disease"" ",Symptom," ""personality changes"" "
" ""Marburg virus disease"" ",Symptom," ""chest pain"" "
" ""myocardial infarction"" ",Symptom," ""chest pain"" "
" ""heart disease"" ",Symptom," ""chest pain"" "
" ""asthma"" ",Symptom," ""chest pain"" "
" ""mesothelioma"" ",Symptom," ""chest pain"" "
" ""mercury poisoning"" ",Symptom," ""chest pain"" "
" ""lung cancer"" ",Symptom," ""chest pain"" "
" ""Lassa fever"" ",Symptom," ""chest pain"" "
" ""leukemia"" ",Symptom," ""chest pain"" "
" ""Prinzmetal's angina"" ",Symptom," ""chest pain"" "
" ""pneumothorax"" ",Symptom," ""chest pain"" "
" ""Q fever"" ",Symptom," ""chest pain"" "
" ""rabies"" ",Symptom," ""hydrophobia (sign)"" "
" ""Encephalocraniocutaneous lipomatosis"" ",Symptom," ""Nevus psiloliparus"" "
" ""dumping syndrome"" ",Symptom," ""hypoglycemia"" "
" ""popliteal pterygium syndrome"" ",Symptom," ""pterygium"" "
" ""multiple pterygium syndrome"" ",Symptom," ""pterygium"" "
" ""rabies"" ",Symptom," ""mydriasis"" "
" ""Toluene toxicity"" ",Symptom," ""mydriasis"" "
" ""botulism"" ",Symptom," ""mydriasis"" "
" ""anticholinergic toxidrome"" ",Symptom," ""mydriasis"" "
" ""gastroesophageal reflux disease"" ",Symptom," ""precordial pain"" "
" ""trichostrongyloidosis"" ",Symptom," ""abdominal pain"" "
" ""salmonellosis"" ",Symptom," ""abdominal pain"" "
" ""cyclosporiasis"" ",Symptom," ""abdominal pain"" "
" ""hymenolepiasis"" ",Symptom," ""abdominal pain"" "
" ""appendicitis"" ",Symptom," ""abdominal pain"" "
" ""trichuriasis"" ",Symptom," ""abdominal pain"" "
" ""norovirus infection"" ",Symptom," ""abdominal pain"" "
" ""amebiasis"" ",Symptom," ""abdominal pain"" "
" ""Marburg virus disease"" ",Symptom," ""abdominal pain"" "
" ""early dumping syndrome"" ",Symptom," ""abdominal pain"" "
" ""enterobiasis"" ",Symptom," ""abdominal pain"" "
" ""fasciolosis"" ",Symptom," ""abdominal pain"" "
" ""liver cancer"" ",Symptom," ""abdominal pain"" "
" ""Crohn's disease"" ",Symptom," ""abdominal pain"" "
" ""toxocariasis"" ",Symptom," ""abdominal pain"" "
" ""Addison's disease"" ",Symptom," ""abdominal pain"" "
" ""gastroenteritis"" ",Symptom," ""abdominal pain"" "
" ""diverticulitis"" ",Symptom," ""abdominal pain"" "
" ""trichinosis"" ",Symptom," ""abdominal pain"" "
" ""Henoch-Schoenlein purpura"" ",Symptom," ""abdominal pain"" "
" ""Clostridium difficile colitis"" ",Symptom," ""abdominal pain"" "
" ""cholangitis"" ",Symptom," ""abdominal pain"" "
" ""foodborne illness"" ",Symptom," ""abdominal pain"" "
" ""pancreatic cancer"" ",Symptom," ""abdominal pain"" "
" ""hepatitis"" ",Symptom," ""abdominal pain"" "
" ""lactose intolerance"" ",Symptom," ""abdominal pain"" "
" ""shigellosis"" ",Symptom," ""abdominal pain"" "
" ""urinary tract infection"" ",Symptom," ""abdominal pain"" "
" ""acute lymphocytic leukemia"" ",Symptom," ""abdominal pain"" "
" ""cystoisosporiasis"" ",Symptom," ""abdominal pain"" "
" ""Taeniasis saginata"" ",Symptom," ""abdominal pain"" "
" ""hepatitis C"" ",Symptom," ""abdominal pain"" "
" ""neuroendocrine tumor"" ",Symptom," ""abdominal pain"" "
" ""hepatocellular carcinoma"" ",Symptom," ""abdominal pain"" "
" ""Behçet's disease"" ",Symptom," ""abdominal pain"" "
" ""Lassa fever"" ",Symptom," ""abdominal pain"" "
" ""Ancylostoma duodenale ancylostomiasis"" ",Symptom," ""abdominal pain"" "
" ""giardiasis"" ",Symptom," ""abdominal pain"" "
" ""Q fever"" ",Symptom," ""abdominal pain"" "
" ""smallpox"" ",Symptom," ""abdominal pain"" "
" ""NGLY1-deficiency"" ",Symptom," ""Abnormal liver storage"" "
" ""achromatopsia"" ",Symptom," ""amblyopia"" "
" ""obsolete adenovirus infectious disease"" ",Symptom," ""rhinitis"" "
" ""Cataract-microcornea syndrome"" ",Symptom," ""microcornea"" "
" ""Marfan syndrome"" ",Symptom," ""flat feet problems"" "
" ""Hypoplastic tibiae-postaxial polydactyly syndrome"" ",Symptom," ""mesomelia"" "
" ""respiratory syncytial virus infectious disease"" ",Symptom," ""bronchitis"" "
" ""cystic fibrosis"" ",Symptom," ""bronchitis"" "
" ""mercury poisoning"" ",Symptom," ""bronchitis"" "
" ""neuroleptic extrapyramidal disorder"" ",Symptom," ""tardive dyskinesia"" "
" ""NGLY1-deficiency"" ",Symptom," ""Abnormal metabolic brain imaging by MRS"" "
" ""rabies"" ",Symptom," ""phonophobia"" "
" ""Kaposi's sarcoma"" ",Symptom," ""poisoning"" "
" ""Marburg virus disease"" ",Symptom," ""poisoning"" "
" ""plague"" ",Symptom," ""poisoning"" "
" ""leptospirosis"" ",Symptom," ""poisoning"" "
" ""West Nile fever"" ",Symptom," ""poisoning"" "
" ""monkeypox"" ",Symptom," ""poisoning"" "
" ""paratyphoid fever"" ",Symptom," ""poisoning"" "
" ""Lassa fever"" ",Symptom," ""poisoning"" "
" ""GRACILE syndrome"" ",Symptom," ""renal Fanconi syndrome"" "
" ""heart disease"" ",Symptom," ""ascites"" "
" ""cryptosporidiosis"" ",Symptom," ""ascites"" "
" ""hepatitis C"" ",Symptom," ""ascites"" "
" ""portal hypertension"" ",Symptom," ""ascites"" "
" ""Kaposi's sarcoma"" ",Symptom," ""cachexia"" "
" ""African trypanosomiasis"" ",Symptom," ""cachexia"" "
" ""Alzheimer's disease"" ",Symptom," ""trouble understanding visual images and spatial relationships"" "
" ""paranoid psychosis"" ",Symptom," ""paranoid delusion"" "
" ""Henoch-Schoenlein purpura"" ",Symptom," ""purpura"" "
" ""trichostrongyloidosis"" ",Symptom," ""headache"" "
" ""hymenolepiasis"" ",Symptom," ""headache"" "
" ""ehrlichiosis"" ",Symptom," ""headache"" "
" ""primary amebic meningoencephalitis"" ",Symptom," ""headache"" "
" ""granulomatous amebic encephalitis"" ",Symptom," ""headache"" "
" ""cluster headache"" ",Symptom," ""headache"" "
" ""Marburg virus disease"" ",Symptom," ""headache"" "
" ""African trypanosomiasis"" ",Symptom," ""headache"" "
" ""premenstrual syndrome"" ",Symptom," ""headache"" "
" ""ornithosis"" ",Symptom," ""headache"" "
" ""headache disorders"" ",Symptom," ""headache"" "
" ""tick-borne encephalitis"" ",Symptom," ""headache"" "
" ""dengue fever"" ",Symptom," ""headache"" "
" ""toxocariasis"" ",Symptom," ""headache"" "
" ""plague"" ",Symptom," ""headache"" "
" ""babesiosis"" ",Symptom," ""headache"" "
" ""Nipah Virus Infection"" ",Symptom," ""headache"" "
" ""brain cancer"" ",Symptom," ""headache"" "
" ""rhinitis"" ",Symptom," ""headache"" "
" ""rabies"" ",Symptom," ""headache"" "
" ""CADASIL"" ",Symptom," ""headache"" "
" ""chronic fatigue syndrome"" ",Symptom," ""headache"" "
" ""tetanus"" ",Symptom," ""headache"" "
" ""chikungunya"" ",Symptom," ""headache"" "
" ""leptospirosis"" ",Symptom," ""headache"" "
" ""West Nile fever"" ",Symptom," ""headache"" "
" ""typhoid fever"" ",Symptom," ""headache"" "
" ""foodborne illness"" ",Symptom," ""headache"" "
" ""meningitis"" ",Symptom," ""headache"" "
" ""Argentine hemorrhagic fever"" ",Symptom," ""headache"" "
" ""Japanese encephalitis"" ",Symptom," ""headache"" "
" ""monkeypox"" ",Symptom," ""headache"" "
" ""tension headache"" ",Symptom," ""headache"" "
" ""paratyphoid fever"" ",Symptom," ""headache"" "
" ""jet lag"" ",Symptom," ""headache"" "
" ""mercury poisoning"" ",Symptom," ""headache"" "
" ""legionnaires' disease"" ",Symptom," ""headache"" "
" ""yellow fever"" ",Symptom," ""headache"" "
" ""Lassa fever"" ",Symptom," ""headache"" "
" ""herpes zoster"" ",Symptom," ""headache"" "
" ""Toluene toxicity"" ",Symptom," ""headache"" "
" ""giardiasis"" ",Symptom," ""headache"" "
" ""Cerebral venous sinus thrombosis"" ",Symptom," ""headache"" "
" ""migraine disorder"" ",Symptom," ""headache"" "
" ""Lyme disease"" ",Symptom," ""headache"" "
" ""Barmah Forest virus disease"" ",Symptom," ""headache"" "
" ""Q fever"" ",Symptom," ""headache"" "
" ""smallpox"" ",Symptom," ""headache"" "
" ""diphtheria"" ",Symptom," ""peripheral neuropathy"" "
" ""Fabry disease"" ",Symptom," ""peripheral neuropathy"" "
" ""NGLY1-deficiency"" ",Symptom," ""peripheral neuropathy"" "
" ""cytomegaloviral disease"" ",Symptom," ""peripheral neuropathy"" "
" ""intracranial aneurysm"" ",Symptom," ""peripheral neuropathy"" "
" ""smallpox"" ",Symptom," ""scar"" "
" ""Crohn's disease"" ",Symptom," ""aphthous stomatitis"" "
" ""Behçet's disease"" ",Symptom," ""aphthous stomatitis"" "
" ""bipolar disorder"" ",Symptom," ""hypersexuality"" "
" ""NGLY1-deficiency"" ",Symptom," ""Abnormal facial shape"" "
" ""Korsakoff's syndrome"" ",Symptom," ""fixation amnesia"" "
" ""trichostrongyloidosis"" ",Symptom," ""irritability"" "
" ""cluster headache"" ",Symptom," ""irritability"" "
" ""enterobiasis"" ",Symptom," ""irritability"" "
" ""rabies"" ",Symptom," ""irritability"" "
" ""jet lag"" ",Symptom," ""irritability"" "
" ""mercury poisoning"" ",Symptom," ""irritability"" "
" ""giardiasis"" ",Symptom," ""irritability"" "
" ""Marburg virus disease"" ",Symptom," ""internal bleeding"" "
" ""von Willebrand's disease"" ",Symptom," ""internal bleeding"" "
" ""Lassa fever"" ",Symptom," ""internal bleeding"" "
" ""dengue fever"" ",Symptom," ""adynamia"" "
" ""ablepharon macrostomia syndrome"" ",Symptom," ""ablepharon"" "
" ""pneumocystis pneumonia"" ",Symptom," ""respiratory failure"" "
" ""tetanus"" ",Symptom," ""respiratory failure"" "
" ""myotonic dystrophy"" ",Symptom," ""respiratory failure"" "
" ""mercury poisoning"" ",Symptom," ""respiratory failure"" "
" ""NGLY1-deficiency"" ",Symptom," ""Reduced brain gamma-aminobutyric acid level by MRS"" "
" ""Crohn's disease"" ",Symptom," ""gingivitis"" "
" ""vestibular neuronitis"" ",Symptom," ""vomiting"" "
" ""salmonellosis"" ",Symptom," ""vomiting"" "
" ""hymenolepiasis"" ",Symptom," ""vomiting"" "
" ""appendicitis"" ",Symptom," ""vomiting"" "
" ""primary amebic meningoencephalitis"" ",Symptom," ""vomiting"" "
" ""dracunculiasis"" ",Symptom," ""vomiting"" "
" ""granulomatous amebic encephalitis"" ",Symptom," ""vomiting"" "
" ""norovirus infection"" ",Symptom," ""vomiting"" "
" ""early dumping syndrome"" ",Symptom," ""vomiting"" "
" ""fasciolosis"" ",Symptom," ""vomiting"" "
" ""ornithosis"" ",Symptom," ""vomiting"" "
" ""tick-borne encephalitis"" ",Symptom," ""vomiting"" "
" ""dengue fever"" ",Symptom," ""vomiting"" "
" ""plague"" ",Symptom," ""vomiting"" "
" ""gastroenteritis"" ",Symptom," ""vomiting"" "
" ""babesiosis"" ",Symptom," ""vomiting"" "
" ""subarachnoid hemorrhage"" ",Symptom," ""vomiting"" "
" ""brain cancer"" ",Symptom," ""vomiting"" "
" ""rabies"" ",Symptom," ""vomiting"" "
" ""cryptosporidiosis"" ",Symptom," ""vomiting"" "
" ""poliomyelitis"" ",Symptom," ""vomiting"" "
" ""Clostridium difficile colitis"" ",Symptom," ""vomiting"" "
" ""pertussis"" ",Symptom," ""vomiting"" "
" ""meningitis"" ",Symptom," ""vomiting"" "
" ""Japanese encephalitis"" ",Symptom," ""vomiting"" "
" ""lactose intolerance"" ",Symptom," ""vomiting"" "
" ""hepatitis C"" ",Symptom," ""vomiting"" "
" ""cholera"" ",Symptom," ""vomiting"" "
" ""yellow fever"" ",Symptom," ""vomiting"" "
" ""Lassa fever"" ",Symptom," ""vomiting"" "
" ""intracranial aneurysm"" ",Symptom," ""vomiting"" "
" ""migraine disorder"" ",Symptom," ""vomiting"" "
" ""gastroparesis"" ",Symptom," ""vomiting"" "
" ""Q fever"" ",Symptom," ""vomiting"" "
" ""bulimia nervosa"" ",Symptom," ""vomiting"" "
" ""smallpox"" ",Symptom," ""vomiting"" "
" ""obsessive-compulsive disorder"" ",Symptom," ""compulsive behavior"" "
" ""NGLY1-deficiency"" ",Symptom," ""movement disorders"" "
" ""Southeast Asian ovalocytosis"" ",Symptom," ""Elliptocyte"" "
" ""hereditary elliptocytosis"" ",Symptom," ""Elliptocyte"" "
" ""MORM syndrome"" ",Symptom," ""obesity"" "
" ""meningitis"" ",Symptom," ""meningism"" "
" ""herpes zoster"" ",Symptom," ""postherpetic neuralgia"" "
" ""acute lymphocytic leukemia"" ",Symptom," ""bone pain"" "
" ""leukemia"" ",Symptom," ""bone pain"" "
" ""salmonellosis"" ",Symptom," ""diarrhea"" "
" ""cyclosporiasis"" ",Symptom," ""diarrhea"" "
" ""trichuriasis"" ",Symptom," ""diarrhea"" "
" ""Bocavirus infection"" ",Symptom," ""diarrhea"" "
" ""norovirus infection"" ",Symptom," ""diarrhea"" "
" ""amebiasis"" ",Symptom," ""diarrhea"" "
" ""Marburg virus disease"" ",Symptom," ""diarrhea"" "
" ""ornithosis"" ",Symptom," ""diarrhea"" "
" ""Crohn's disease"" ",Symptom," ""diarrhea"" "
" ""gastroenteritis"" ",Symptom," ""diarrhea"" "
" ""diverticulitis"" ",Symptom," ""diarrhea"" "
" ""cryptosporidiosis"" ",Symptom," ""diarrhea"" "
" ""poliomyelitis"" ",Symptom," ""diarrhea"" "
" ""Clostridium difficile colitis"" ",Symptom," ""diarrhea"" "
" ""measles"" ",Symptom," ""diarrhea"" "
" ""obsolete adenovirus infectious disease"" ",Symptom," ""diarrhea"" "
" ""Pearson syndrome"" ",Symptom," ""diarrhea"" "
" ""foodborne illness"" ",Symptom," ""diarrhea"" "
" ""lactose intolerance"" ",Symptom," ""diarrhea"" "
" ""paratyphoid fever"" ",Symptom," ""diarrhea"" "
" ""shigellosis"" ",Symptom," ""diarrhea"" "
" ""cystoisosporiasis"" ",Symptom," ""diarrhea"" "
" ""Taeniasis saginata"" ",Symptom," ""diarrhea"" "
" ""cholera"" ",Symptom," ""diarrhea"" "
" ""neuroendocrine tumor"" ",Symptom," ""diarrhea"" "
" ""mercury poisoning"" ",Symptom," ""diarrhea"" "
" ""Behçet's disease"" ",Symptom," ""diarrhea"" "
" ""Lassa fever"" ",Symptom," ""diarrhea"" "
" ""giardiasis"" ",Symptom," ""diarrhea"" "
" ""Kawasaki disease"" ",Symptom," ""diarrhea"" "
" ""HIV/AIDS"" ",Symptom," ""diarrhea"" "
" ""Q fever"" ",Symptom," ""diarrhea"" "
" ""neurilemmomatosis"" ",Symptom," ""neurilemmoma"" "
" ""NGLY1-deficiency"" ",Symptom," ""global developmental delay"" "
" ""NGLY1-deficiency"" ",Symptom," ""neonatal jaundice"" "
" ""Marfan syndrome"" ",Symptom," ""mitral valve prolapse"" "
" ""Plummer's disease"" ",Symptom," ""toxic thyroid adenoma"" "
" ""short QT syndrome"" ",Symptom," ""dyspnea"" "
" ""pneumonia"" ",Symptom," ""dyspnea"" "
" ""respiratory syncytial virus infectious disease"" ",Symptom," ""dyspnea"" "
" ""Chronic Thromboembolic Pulmonary Hypertension"" ",Symptom," ""dyspnea"" "
" ""smoking-related lung disease"" ",Symptom," ""dyspnea"" "
" ""heart disease"" ",Symptom," ""dyspnea"" "
" ""cystic fibrosis"" ",Symptom," ""dyspnea"" "
" ""Nipah Virus Infection"" ",Symptom," ""dyspnea"" "
" ""mesothelioma"" ",Symptom," ""dyspnea"" "
" ""hantavirus pulmonary syndrome"" ",Symptom," ""dyspnea"" "
" ""sarcoidosis"" ",Symptom," ""dyspnea"" "
" ""acute respiratory distress syndrome"" ",Symptom," ""dyspnea"" "
" ""acute lymphocytic leukemia"" ",Symptom," ""dyspnea"" "
" ""mercury poisoning"" ",Symptom," ""dyspnea"" "
" ""lung cancer"" ",Symptom," ""dyspnea"" "
" ""ischaemic heart disease"" ",Symptom," ""dyspnea"" "
" ""asbestosis"" ",Symptom," ""dyspnea"" "
" ""hypertrophic cardiomyopathy"" ",Symptom," ""dyspnea"" "
" ""pneumothorax"" ",Symptom," ""dyspnea"" "
" ""respiratory syncytial virus infectious disease"" ",Symptom," ""runny nose"" "
" ""Bocavirus infection"" ",Symptom," ""runny nose"" "
